time (s),DL Filtering Design 1,DL Filtering Design 2,DL Filtering Design 3,DL Filtering Design 4,DL Filtering Design 5,DL Filtering Design 6,DL Filtering Design 7,ProteinMPNN Design 1
52.6,0.06860542,0.09001487,0.08920795,0.08053986,0.06385557,0.07874676,0.07216456,0.07636388
52.8,0.06747034,0.08831484,0.08367412,0.08406793,0.06299051,0.07485237,0.07267276,0.07839238
53,0.06831233,0.09036395,0.08917156,0.08222106,0.06263275,0.07950321,0.07397185,0.07692554
53.2,0.06750355,0.09161593,0.08288718,0.08194248,0.06247266,0.07514539,0.06884398,0.07997737
53.4,0.07116273,0.08875545,0.08560127,0.07803502,0.06636983,0.07935594,0.07505874,0.07656902
53.6,0.06605557,0.08477078,0.0874417,0.08182875,0.0652548,0.07351124,0.07690457,0.07636771
53.8,0.07012483,0.08474647,0.08313196,0.07657132,0.06571314,0.07634153,0.07800602,0.07922761
54,0.07250095,0.08618908,0.08402526,0.07966135,0.0639053,0.07805078,0.0726911,0.07879017
54.2,0.06527033,0.08742405,0.08693622,0.08219451,0.06791747,0.08058786,0.07540306,0.07755405
54.4,0.06930552,0.08499628,0.08892917,0.08000311,0.06075779,0.07894668,0.07534394,0.08063429
54.6,0.07208145,0.0879852,0.0838258,0.0803155,0.06469279,0.07964201,0.069654,0.07921519
54.8,0.06776784,0.08253532,0.09158237,0.0858223,0.06396652,0.07933699,0.07260069,0.07987709
55,0.06795392,0.08599097,0.08533587,0.08495352,0.06441805,0.07698043,0.0798585,0.07749373
55.2,0.06389369,0.09173487,0.08888676,0.08178173,0.0630528,0.07754368,0.0698436,0.08069461
55.4,0.07052477,0.08773896,0.08958042,0.08068573,0.06539133,0.0780642,0.07563957,0.08048297
55.6,0.06682984,0.08688909,0.08622047,0.08219852,0.06646564,0.07719308,0.07072728,0.07994817
55.8,0.06722866,0.08392785,0.08933786,0.08314569,0.0715074,0.0771721,0.07315695,0.07924106
56,0.06606961,0.08779328,0.09024893,0.08392222,0.06810462,0.07943494,0.07718828,0.07862583
56.2,0.06945083,0.09049942,0.08728721,0.08386791,0.06873081,0.07899898,0.07259901,0.07823867
56.4,0.06740639,0.08749064,0.08912505,0.08246166,0.06785166,0.08275712,0.07575787,0.08342379
56.6,0.07326428,0.090864,0.09308922,0.08016617,0.06716024,0.07862826,0.07093447,0.07844509
56.8,0.06877062,0.08621523,0.08729783,0.08257483,0.06328478,0.07963976,0.07368202,0.08119511
57,0.07195087,0.08880676,0.08884288,0.07898715,0.0662289,0.07842211,0.07844909,0.08021728
57.2,0.07017517,0.0886219,0.08839016,0.08786773,0.07085016,0.07830931,0.07766182,0.07984734
57.4,0.07022449,0.08412845,0.09158426,0.08301128,0.0675554,0.08117321,0.0735677,0.0833053
57.6,0.07415353,0.0930011,0.08466514,0.08199472,0.06969313,0.08453126,0.07835907,0.07874325
57.8,0.07494429,0.08775523,0.09060758,0.08467264,0.06659066,0.07685333,0.0735715,0.08005755
58,0.06999227,0.09139414,0.08476338,0.08413428,0.06677368,0.08326063,0.074967,0.08262486
58.2,0.07221717,0.09209081,0.08636308,0.08964697,0.06557591,0.08145437,0.07796165,0.08405153
58.4,0.06984108,0.09682252,0.09081079,0.08457997,0.06694072,0.08376968,0.07219329,0.0813697
58.6,0.07347627,0.09122241,0.08605666,0.08475959,0.06619879,0.0810462,0.07458388,0.07918871
58.8,0.06934515,0.09195524,0.09069489,0.08538681,0.06841693,0.08119725,0.07380892,0.08385221
59,0.06865888,0.09111253,0.09061465,0.0836195,0.07123434,0.08088183,0.07567078,0.08194645
59.2,0.07061632,0.09757635,0.09415446,0.08645087,0.07123374,0.08102202,0.07379079,0.08130795
59.4,0.07133015,0.0919442,0.09331609,0.08090868,0.06741846,0.07764138,0.07766559,0.08442757
59.6,0.07007559,0.0927785,0.0914648,0.08724745,0.06903511,0.08263089,0.0781686,0.07947694
59.8,0.07171038,0.09528307,0.09063197,0.08448897,0.06739744,0.08208056,0.0756762,0.08119339
60,0.06082147,0.08542582,0.08274569,0.07808002,0.05817609,0.07295041,0.06846637,0.07621378
60.2,0.06517165,0.08719437,0.08744065,0.08639874,0.06479638,0.07378335,0.07381096,0.07815168
60.4,0.06919385,0.09223317,0.09013628,0.08640198,0.06514702,0.07943971,0.0767391,0.08558611
60.6,0.070709,0.09474988,0.0941572,0.08742536,0.07055889,0.08321074,0.08041705,0.08304001
60.8,0.07280085,0.09865723,0.09636641,0.08550388,0.06955685,0.08626331,0.08271121,0.08768366
61,0.07658676,0.09611505,0.09523297,0.08911084,0.0751547,0.08618096,0.08146877,0.08531897
61.2,0.08219405,0.1028273,0.09886242,0.09594609,0.07674069,0.09071027,0.08078558,0.0915615
61.4,0.08012078,0.1033244,0.1033913,0.09497651,0.07522238,0.09171851,0.07984242,0.08719244
61.6,0.08439653,0.1035611,0.1018438,0.09783216,0.07453172,0.09263927,0.0854909,0.09508519
61.8,0.08123791,0.09923289,0.1034624,0.09599017,0.08293031,0.09289388,0.08668679,0.09236534
62,0.08289137,0.1028651,0.103252,0.1004217,0.08053619,0.09560237,0.08733052,0.09265102
62.2,0.08548222,0.1036619,0.1040981,0.0996889,0.08286486,0.09895086,0.08883861,0.09708665
62.4,0.08433687,0.1043691,0.1041194,0.1062755,0.08293284,0.1002855,0.09116033,0.1006343
62.6,0.09479784,0.108431,0.1134386,0.1041688,0.08456311,0.09831329,0.09301256,0.09995285
62.8,0.08987378,0.1121273,0.111466,0.1086155,0.08591033,0.09925691,0.09079135,0.0981684
63,0.09398561,0.114767,0.1133426,0.1092693,0.08400538,0.103431,0.0945279,0.1054277
63.2,0.0936304,0.1133385,0.114614,0.1071622,0.08772981,0.1030917,0.09850373,0.1006202
63.4,0.09117582,0.1162973,0.1151196,0.1073905,0.08808068,0.1038936,0.09446084,0.1015554
63.6,0.0965211,0.1159381,0.1211605,0.1082656,0.08997241,0.1049899,0.1007119,0.1064964
63.8,0.09863146,0.1199413,0.1211321,0.1123339,0.08950665,0.1044461,0.100148,0.1056372
64,0.1029557,0.1182328,0.119995,0.1133466,0.09099388,0.1078444,0.1036131,0.1083693
64.2,0.09960923,0.1187876,0.1186959,0.1118565,0.09499637,0.1137436,0.1035318,0.1098147
64.4,0.1029223,0.1228778,0.1163962,0.1122758,0.09395637,0.1113562,0.105062,0.1140252
64.6,0.1064201,0.1251771,0.1242927,0.1125844,0.09579793,0.1126018,0.101745,0.1146401
64.8,0.09937832,0.1251597,0.1211829,0.1165238,0.09811729,0.116387,0.1046999,0.1108744
65,0.1076557,0.1258128,0.1265034,0.1180014,0.09950367,0.1122395,0.1092598,0.1134763
65.2,0.1047528,0.1250497,0.1296386,0.1206003,0.09762949,0.1167047,0.1109894,0.1210046
65.4,0.10695,0.1303384,0.1266308,0.1197838,0.09724433,0.1153159,0.1088493,0.1243472
65.6,0.1108676,0.1298745,0.1277827,0.1214948,0.09543794,0.1135838,0.1107818,0.1192351
65.8,0.1114658,0.1283057,0.1300575,0.1211504,0.09887715,0.1223202,0.1130823,0.1189931
66,0.1087551,0.1307629,0.1267422,0.1193408,0.1049019,0.1194415,0.1143845,0.1217849
66.2,0.1111269,0.1304801,0.1313483,0.1219677,0.1036577,0.1254654,0.1158701,0.1237574
66.4,0.1164963,0.1292877,0.1316546,0.1277292,0.1002841,0.1255066,0.1206791,0.1262955
66.6,0.11573,0.1309634,0.1294011,0.1285818,0.1055114,0.1265616,0.1191635,0.1265162
66.8,0.1222326,0.1352598,0.1344936,0.129943,0.1060579,0.1213402,0.1195928,0.1274679
67,0.1188502,0.1360579,0.1335824,0.132342,0.1107289,0.1311438,0.1230147,0.1280461
67.2,0.1190763,0.1393249,0.1375219,0.1301727,0.1080378,0.1245853,0.1197968,0.1313998
67.4,0.1200997,0.1400811,0.1412871,0.1281736,0.1115958,0.1255335,0.1217045,0.1322203
67.6,0.1205122,0.1352776,0.1399482,0.1323581,0.1134586,0.1276453,0.1247676,0.1338692
67.8,0.1247635,0.1433669,0.1388809,0.1342459,0.1108526,0.1329868,0.1278153,0.1355465
68,0.1272329,0.1437362,0.1347973,0.1362541,0.1151854,0.1319758,0.123895,0.1367688
68.2,0.1241152,0.1428514,0.1418262,0.1359818,0.1153416,0.1332964,0.1278434,0.1394814
68.4,0.1283643,0.1448577,0.1453112,0.139514,0.1143698,0.1337245,0.1256974,0.1417094
68.6,0.1275948,0.1464226,0.1471456,0.1383929,0.118262,0.131679,0.1285364,0.1385863
68.8,0.1307905,0.1488397,0.1451997,0.1410481,0.1176191,0.1347529,0.1279941,0.1397029
69,0.1274385,0.1456965,0.1464849,0.1392877,0.1181869,0.1399758,0.1351542,0.1429635
69.2,0.131124,0.1498587,0.1470007,0.1453984,0.1194537,0.1365035,0.131886,0.1477223
69.4,0.1369399,0.1530834,0.1495937,0.1424659,0.1211595,0.1439718,0.1330879,0.1455675
69.6,0.1340248,0.1505635,0.1522657,0.14862,0.1218397,0.1389657,0.1343208,0.1490091
69.8,0.1362069,0.1517271,0.1535209,0.1458988,0.1230781,0.1371037,0.1362291,0.1481489
70,0.139048,0.1543021,0.1556574,0.1446738,0.124773,0.1427394,0.1374258,0.1491655
70.2,0.1360392,0.1553119,0.1577451,0.143154,0.1246492,0.145972,0.1421405,0.1498718
70.4,0.1381485,0.1546062,0.1499588,0.1439619,0.1256551,0.1440154,0.140273,0.1494588
70.6,0.1406564,0.1557099,0.1602037,0.1452424,0.1286557,0.1444676,0.139506,0.1494593
70.8,0.1366297,0.1559325,0.158831,0.1521689,0.1286354,0.1485972,0.142161,0.1563754
71,0.14165,0.1598032,0.1579121,0.1480623,0.1277931,0.1471234,0.1418764,0.1496522
71.2,0.1449204,0.1616639,0.1550944,0.1532611,0.1320466,0.1484139,0.1404676,0.1581664
71.4,0.1470244,0.1612756,0.1604251,0.1524247,0.1337506,0.1502478,0.1477334,0.1584859
71.6,0.1475095,0.162664,0.1607476,0.1493088,0.1324754,0.1517136,0.1473943,0.1561496
71.8,0.1476376,0.1649656,0.1604455,0.1589858,0.130361,0.1499459,0.1474877,0.15867
72,0.1431195,0.1658005,0.1627461,0.1598403,0.1309339,0.1539432,0.1457192,0.164617
72.2,0.1464308,0.1642791,0.1654614,0.1615159,0.1330951,0.1580966,0.1511727,0.1631395
72.4,0.1479161,0.1654493,0.1630363,0.161947,0.1353101,0.1533355,0.1459438,0.1610429
72.6,0.1483785,0.1712878,0.1661053,0.1581179,0.1358534,0.1604296,0.1512746,0.1674075
72.8,0.1518503,0.1690837,0.1649955,0.1577639,0.1359589,0.1537686,0.1527467,0.1689145
73,0.1508669,0.1706808,0.1730736,0.1597063,0.1398412,0.1578095,0.154636,0.1645528
73.2,0.1561463,0.1719981,0.1703904,0.1615603,0.1431888,0.1608204,0.1532782,0.165717
73.4,0.1545111,0.1718512,0.1675935,0.1628423,0.1384364,0.1600087,0.1569798,0.1728891
73.6,0.1565153,0.1730889,0.1724998,0.1685875,0.1453853,0.1650489,0.1565408,0.1694698
73.8,0.1584711,0.1738411,0.1737837,0.1675307,0.142087,0.1705752,0.1617013,0.1733166
74,0.1623335,0.1723736,0.1791806,0.1697864,0.1475307,0.1611394,0.1593481,0.1757861
74.2,0.1592429,0.1744388,0.1714432,0.1719289,0.1450654,0.1634746,0.1625026,0.1778138
74.4,0.1595914,0.1767013,0.1750283,0.1686788,0.147256,0.1655464,0.1604908,0.1761099
74.6,0.1631033,0.1806056,0.1750531,0.1729494,0.145613,0.1692243,0.1644856,0.1761125
74.8,0.1634239,0.1831832,0.1840107,0.1722726,0.1462541,0.1711693,0.1611272,0.1781893
75,0.1634742,0.1809869,0.1809555,0.1750157,0.1514303,0.1709748,0.1658122,0.1762402
75.2,0.1642578,0.181749,0.1834883,0.1728899,0.1486935,0.171331,0.1644052,0.1803514
75.4,0.1638232,0.1831292,0.1798571,0.1717857,0.1548251,0.1714062,0.1661966,0.1808528
75.6,0.1680174,0.1856733,0.1849128,0.1777902,0.1538603,0.1747766,0.1725261,0.1838425
75.8,0.1651632,0.1867141,0.1805144,0.1751136,0.155136,0.1737244,0.1708513,0.1819036
76,0.1728195,0.1888801,0.1816493,0.1727361,0.1553679,0.1742894,0.1728262,0.1825057
76.2,0.1695123,0.1846902,0.1850464,0.1775514,0.1526668,0.172353,0.169289,0.1865914
76.4,0.1754829,0.1824448,0.1821634,0.1779978,0.1579586,0.1764041,0.1700253,0.187665
76.6,0.1759018,0.1871437,0.1894428,0.1788186,0.1564096,0.1803799,0.1741249,0.1870678
76.8,0.1773022,0.1897934,0.185158,0.1805531,0.1583653,0.1826315,0.1753727,0.1905465
77,0.1777368,0.1927303,0.1941027,0.1869723,0.1606858,0.1819715,0.1749317,0.1880618
77.2,0.1775079,0.1925656,0.1867795,0.1812114,0.1566993,0.1839262,0.1756388,0.189906
77.4,0.181326,0.1952121,0.1937611,0.1851671,0.1559345,0.18172,0.1769877,0.1932223
77.6,0.1797602,0.1962043,0.1963401,0.185795,0.1631185,0.1801665,0.1810181,0.1897
77.8,0.1798959,0.1988756,0.1889855,0.184441,0.1626881,0.1847685,0.1784533,0.1957663
78,0.1825409,0.1960111,0.1998461,0.1907225,0.1646533,0.186423,0.18049,0.1953917
78.2,0.1825873,0.1970216,0.1915475,0.1900715,0.1646092,0.1882724,0.1863755,0.1965909
78.4,0.1839855,0.1987007,0.1991807,0.1860238,0.1679928,0.1831331,0.181498,0.1953888
78.6,0.1865539,0.2004834,0.1971761,0.1885556,0.1678333,0.1927873,0.185088,0.1978402
78.8,0.1902312,0.2009158,0.1987075,0.1900023,0.1666303,0.1875033,0.1863202,0.2008176
79,0.1893457,0.2022094,0.1957053,0.1947217,0.167635,0.1954239,0.1842031,0.2050302
79.2,0.1921369,0.2077479,0.1994759,0.191604,0.1695111,0.1916656,0.1833156,0.1992723
79.4,0.1903744,0.2054813,0.2048345,0.194942,0.1701114,0.1973402,0.1888552,0.2019141
79.6,0.190976,0.2062865,0.2003825,0.1948656,0.1714738,0.191987,0.1858247,0.2077241
79.8,0.1948892,0.2060148,0.2075504,0.1969353,0.1733182,0.197772,0.1914461,0.2053727
80,0.1867684,0.2123583,0.2019161,0.2053691,0.1763435,0.1996639,0.1900743,0.2066177
80.2,0.1968202,0.2055721,0.2037687,0.1971716,0.1734648,0.1977942,0.1869097,0.2110652
80.4,0.1927028,0.2121843,0.2076662,0.2000113,0.1738624,0.1973902,0.1886848,0.2088112
80.6,0.1939458,0.2068923,0.2118734,0.1974771,0.1742329,0.1977328,0.1917942,0.2130664
80.8,0.1933102,0.2104325,0.209346,0.1991976,0.1794366,0.2039237,0.1926711,0.2134022
81,0.2008599,0.2119946,0.2089517,0.2019332,0.1786947,0.1982133,0.1926528,0.2144718
81.2,0.200665,0.2184633,0.2163625,0.2037883,0.1765178,0.1995613,0.1979678,0.2201054
81.4,0.2033308,0.214441,0.2113823,0.2077935,0.1805806,0.2043609,0.1982607,0.2142576
81.6,0.204544,0.2172394,0.215889,0.2094225,0.1822429,0.2029275,0.1995122,0.2151493
81.8,0.2001316,0.2183216,0.2162378,0.2043484,0.1817251,0.2014912,0.2014155,0.2163909
82,0.2092097,0.2170579,0.2167183,0.2068363,0.1820015,0.2105023,0.2049761,0.214232
82.2,0.2061517,0.2153163,0.2108581,0.2078367,0.1889483,0.2102991,0.202342,0.2163973
82.4,0.2040936,0.2235749,0.2217872,0.2098542,0.1821035,0.2086126,0.2029963,0.223039
82.6,0.209576,0.2173755,0.2179592,0.2064954,0.1831793,0.2105521,0.2035003,0.2210272
82.8,0.2112273,0.2260946,0.2175834,0.2096577,0.1881853,0.2130033,0.2058091,0.2211804
83,0.2093878,0.2196137,0.2204972,0.214818,0.1879079,0.212993,0.2050044,0.2227106
83.2,0.212128,0.2264553,0.2247812,0.2121218,0.1883231,0.2155931,0.2040183,0.2266251
83.4,0.2125707,0.2205307,0.2242726,0.2161326,0.1887858,0.2152722,0.2110721,0.2256542
83.6,0.2158424,0.2277626,0.2246133,0.2126464,0.1909162,0.2196654,0.2097114,0.2298386
83.8,0.2169774,0.2299514,0.2260832,0.2162259,0.1909859,0.2152054,0.2097991,0.2255022
84,0.2158744,0.2270855,0.2231516,0.2154968,0.187575,0.2140463,0.2115616,0.2301768
84.2,0.2204252,0.2262903,0.2315976,0.2168742,0.192381,0.2148414,0.2149967,0.2301897
84.4,0.2197458,0.2306777,0.2302053,0.2193374,0.1947262,0.2187867,0.2099638,0.232801
84.6,0.2237577,0.2352725,0.2302744,0.2198449,0.1940166,0.2211311,0.2132906,0.2308928
84.8,0.2184776,0.2306087,0.2287712,0.2214682,0.1937141,0.2207325,0.2185801,0.2343616
85,0.2240242,0.2337328,0.2282521,0.2185145,0.2008858,0.2214216,0.2198867,0.2390887
85.2,0.2228961,0.2309045,0.2340264,0.2187794,0.1992388,0.2201613,0.2165825,0.2345564
85.4,0.2211799,0.2342666,0.2369786,0.2227771,0.1970901,0.2232433,0.2200564,0.2337578
85.6,0.2262982,0.2374535,0.2338252,0.2253901,0.2007964,0.2226435,0.2199748,0.2371316
85.8,0.2232316,0.2418763,0.2343103,0.2258671,0.2015416,0.2270896,0.2209465,0.2387975
86,0.2303422,0.2379125,0.236345,0.2302511,0.1997728,0.222783,0.2143129,0.2387642
86.2,0.2337299,0.2400523,0.2371141,0.2276712,0.2041927,0.2298077,0.2228372,0.2388065
86.4,0.2304808,0.242348,0.2398313,0.2270658,0.2027767,0.2294589,0.2242999,0.2445648
86.6,0.2300322,0.2437076,0.2373008,0.225523,0.2044478,0.2314551,0.2269241,0.245525
86.8,0.2313369,0.2435697,0.2439536,0.2264948,0.2037804,0.230665,0.221666,0.2456654
87,0.2312674,0.2428662,0.242083,0.2327176,0.2040953,0.2327431,0.229485,0.2424841
87.2,0.2315056,0.2514754,0.239138,0.235262,0.2078131,0.2326354,0.2225295,0.2502153
87.4,0.2343444,0.2487413,0.2399984,0.2312364,0.20635,0.2288064,0.2297657,0.2484838
87.6,0.2417453,0.2457666,0.2439289,0.2396278,0.2117921,0.2356873,0.2275663,0.2507651
87.8,0.2404708,0.2478963,0.2494041,0.2365082,0.2098031,0.2358856,0.230878,0.2502357
88,0.2363512,0.2498148,0.2469501,0.2348934,0.2108138,0.2353557,0.2298463,0.2512038
88.2,0.2407388,0.2514873,0.2459966,0.2378985,0.2126241,0.2384426,0.234507,0.2512502
88.4,0.238424,0.2526753,0.2518651,0.2401951,0.2151185,0.2372858,0.228905,0.2537537
88.6,0.2420946,0.2512158,0.248326,0.2389233,0.2126637,0.2450659,0.2315386,0.2577004
88.8,0.2443025,0.2550811,0.2503629,0.2394499,0.2150454,0.2395979,0.2349363,0.2565584
89,0.2447374,0.2506871,0.2515503,0.240606,0.2153082,0.2479206,0.2303367,0.2556391
89.2,0.2465554,0.2543397,0.2512376,0.2452178,0.2177436,0.246847,0.2340986,0.2568628
89.4,0.2478443,0.2558768,0.2514703,0.2424832,0.2157502,0.2438733,0.2357649,0.2625219
89.6,0.2460387,0.2583936,0.2555653,0.2433136,0.2186093,0.2461688,0.2411257,0.2612678
89.8,0.2548325,0.2599936,0.2542096,0.2452469,0.2173761,0.2462551,0.2381584,0.2628149
90,0.2510367,0.2576242,0.2573344,0.2512372,0.2218664,0.2457573,0.2383748,0.2625891
90.2,0.247759,0.2644344,0.2574587,0.2497959,0.2236515,0.2492786,0.2404164,0.2634899
90.4,0.2467326,0.2622433,0.2592472,0.2451205,0.2255589,0.2544011,0.2404409,0.2654116
90.6,0.2539551,0.2599344,0.2574401,0.2497038,0.2225443,0.2494337,0.2430733,0.2694133
90.8,0.2536111,0.2635507,0.261564,0.2481445,0.2268315,0.2501911,0.2452883,0.2684632
91,0.258086,0.2675827,0.2638546,0.2492864,0.2256971,0.2501615,0.2429126,0.2702623
91.2,0.2581041,0.2622315,0.2627068,0.2540825,0.2232346,0.2479511,0.2511841,0.2710419
91.4,0.2593048,0.2687636,0.2620064,0.2514259,0.2260153,0.2543472,0.2465337,0.2743914
91.6,0.2549214,0.2668699,0.2649065,0.2553533,0.2284456,0.2499657,0.247147,0.2720336
91.8,0.2605538,0.2651076,0.2633004,0.2560953,0.2284248,0.2561341,0.2467435,0.2739738
92,0.2581799,0.2647787,0.2662671,0.2576398,0.2312984,0.258675,0.2495282,0.2701517
92.2,0.2582165,0.2708142,0.2662815,0.2578012,0.2321646,0.2561285,0.2521033,0.280482
92.4,0.2636916,0.2691972,0.2713353,0.2566063,0.2358724,0.2586468,0.2536469,0.2756916
92.6,0.264107,0.2757071,0.2695728,0.2589029,0.2287225,0.2570997,0.2564488,0.274119
92.8,0.2600302,0.2771171,0.2726455,0.2631512,0.2324173,0.2607139,0.2555117,0.2811888
93,0.2643901,0.2723189,0.2727349,0.2634459,0.2333937,0.2622405,0.2536672,0.2805728
93.2,0.2644053,0.2752335,0.274189,0.2654094,0.2335633,0.262082,0.2586265,0.281182
93.4,0.2682613,0.2786382,0.2696704,0.2596905,0.2346085,0.2648049,0.2548301,0.2801445
93.6,0.2699499,0.2790447,0.271045,0.2638098,0.2360463,0.2647878,0.2556761,0.2843285
93.8,0.2670978,0.2761113,0.274311,0.2644972,0.2331778,0.2664877,0.2616179,0.2802577
94,0.2695986,0.2772065,0.2738754,0.2660574,0.2367593,0.2618139,0.2589977,0.2852773
94.2,0.2711768,0.2795867,0.277928,0.2677609,0.2384246,0.269573,0.2598603,0.2874399
94.4,0.27113,0.2771461,0.2758134,0.2696435,0.2379117,0.2716925,0.2633766,0.2867857
94.6,0.2749611,0.2846496,0.2783085,0.268883,0.240024,0.2687666,0.2609119,0.2894551
94.8,0.2731729,0.2854037,0.2755772,0.2672176,0.2403277,0.2756302,0.2627971,0.2923544
95,0.2736423,0.2837377,0.279528,0.2721634,0.2409047,0.2757732,0.2625388,0.2898917
95.2,0.2763597,0.2841831,0.2819871,0.274716,0.2467519,0.2727447,0.2635213,0.2868574
95.4,0.2757343,0.2911203,0.2835058,0.2752535,0.2451356,0.2767627,0.2687442,0.2954728
95.6,0.2776168,0.2884635,0.2850896,0.2741855,0.2455495,0.27638,0.2686738,0.2917498
95.8,0.2806416,0.2931534,0.2825705,0.2757563,0.2455836,0.2789123,0.2651818,0.2978324
96,0.280401,0.292004,0.2830047,0.276161,0.2454758,0.2754174,0.2690024,0.2931457
96.2,0.2804873,0.2896147,0.2846515,0.275622,0.2467614,0.2808471,0.2694545,0.2980472
96.4,0.2845425,0.2915472,0.2915393,0.2788072,0.2439142,0.2776314,0.2720743,0.2995
96.61,0.2802536,0.2934857,0.2872881,0.2800914,0.247979,0.275124,0.2713289,0.2973893
96.8,0.2851507,0.293461,0.2884924,0.2782716,0.2498315,0.2807166,0.2695741,0.3037478
97,0.2818342,0.2909989,0.2878845,0.2813337,0.2491131,0.2850644,0.2753078,0.2970039
97.2,0.2894436,0.2944411,0.2948079,0.2824641,0.2533766,0.2831615,0.2769712,0.3016
97.4,0.2859555,0.2925974,0.2952216,0.2815476,0.2542437,0.2826356,0.2737865,0.3028804
97.6,0.2870115,0.2982541,0.2943658,0.2832385,0.2556662,0.2839552,0.2778654,0.3050103
97.8,0.2924286,0.2967831,0.2962417,0.2818488,0.2554451,0.2857151,0.2793063,0.3112038
98,0.2902535,0.2974004,0.2899182,0.2833486,0.2533797,0.288099,0.2761178,0.3034784
98.2,0.293182,0.2990167,0.2967573,0.2825308,0.2549965,0.2866774,0.2786656,0.3113267
98.4,0.2926041,0.30118,0.29634,0.2863146,0.2588753,0.2901427,0.2778901,0.3072355
98.6,0.2907375,0.3055086,0.2961384,0.2831218,0.2590441,0.2884379,0.2828157,0.3099978
98.8,0.2978954,0.3032266,0.2984273,0.2912998,0.2606506,0.2951235,0.2789878,0.3101022
99,0.2957772,0.3063121,0.3006829,0.2899559,0.2597226,0.2886522,0.2817152,0.3165739
99.2,0.2953536,0.306774,0.2989393,0.2864009,0.2595896,0.2910116,0.2776142,0.3164438
99.4,0.2971768,0.3041861,0.3016396,0.2926542,0.2598841,0.2881179,0.2881575,0.3153538
99.6,0.2989941,0.3030461,0.3047085,0.2879423,0.2633358,0.2941563,0.2864122,0.3154184
99.8,0.3009265,0.3040298,0.3023795,0.2926835,0.2596421,0.2958727,0.2865108,0.313542
100,0.3014123,0.3092806,0.3036535,0.2968442,0.2659158,0.2947325,0.2873394,0.3175393
